   12.6076     1.5710
    4.6237    -4.1037
    1.3191     1.3248
    4.1811     6.0418
    4.9897    -3.1999
    3.7065    -8.8268
   11.4630    -0.7445
   11.2769    -0.0792
    2.8172    -2.0117
   -0.0713     1.3346
    1.3726     1.7271
   12.0566    -0.5658
    1.5764     2.2927
   -1.7155    -1.5668
   13.8959     1.5072
   11.6562    -1.7048
   12.2646     0.8306
    4.6828     4.4198
    7.9370    -3.4375
    4.8303     7.1171
    3.3079    -5.3227
    3.4573     5.1854
   14.0497    -0.5742
    6.1913    -7.4265
    3.8134    -0.5372
   10.8434     0.0624
    3.3724     5.1725
    9.6649    -9.5671
   13.5295     1.3752
   -0.1796     2.1676
   13.7969    -2.1287
    5.4164     6.5200
    5.2863    -5.0020
    2.3529     0.1911
   11.5532     0.9298
   12.5174     1.0872
    6.3414     5.4904
   10.8148    -0.0905
   -0.5742     2.0966
    3.1710    -1.8437
    5.0880     2.9236
    4.4926     5.5922
    5.6806    -6.9314
   -2.5179     2.0953
    3.5286    -6.4178
   11.5073     2.9774
    0.9219     0.6716
    3.3167     5.1822
   10.6762     0.8425
    8.2714    -9.5607
    4.2171     5.2236
    2.6144    -4.3958
   11.0541     1.1652
    4.6870    -6.5611
    4.7459     6.3269
   13.0906     0.1780
    6.5524    -5.9891
    7.7603    -7.0979
    7.4579    -5.6308
    4.0054     4.9315
    6.1915     6.1089
    4.7610     5.7540
    6.7156     4.4423
    6.1707     3.8305
    4.8708    -3.2904
    0.7524     2.4902
    4.5137     5.6363
    6.8655    -7.8470
    0.8865     2.1101
    5.6270     4.4940
    3.2018     5.6785
   -5.2928     2.0012
   13.8113     0.5140
    7.3119   -10.1478
    7.4927     5.7722
   11.8190     0.3644
    6.6464     4.3503
   10.7849    -5.2146
    7.0245    -8.1457
    8.1593    -7.0766
    4.8579     5.0062
    0.9851    -0.0847
   13.7476     0.4224
    6.4684    -7.4867
   12.1202    -0.2805
    7.4068    -2.9661
   10.6307     3.0289
    3.5196     1.7332
   12.9618     1.2657
   11.9345     0.4868
    4.6256    -8.3636
   13.6230    -0.3269
    8.7763    -5.9624
    0.5396     2.4217
   -1.3812     2.6135
   -1.6538    -1.0335
    5.2306    -6.8993
    7.8583    -3.6947
    6.6376     3.5976
    6.2593    -6.8259
   11.3896    -1.1482
    6.6255     6.1901
   10.8289    -1.1828
    5.6667     4.1958
    7.9840    -4.8474
   -0.5573     1.0746
    8.6780    -5.0891
   11.3286    -3.4513
   12.0163    -2.1045
    1.3655     0.3674
   11.4895    -0.1220
   11.8245     0.5660
   -0.7534    -0.7800
    1.4621    -0.5805
    4.9585    -3.9294
   10.9394     2.0340
    4.3930    -7.4417
    5.5657    -5.1430
   -0.3579     3.8186
    5.7248    -6.6708
    7.6906    -3.5772
    2.1215    -1.2706
    5.3601    -8.7221
    4.1763     5.3633
   11.3687    -2.0626
   13.7017    -0.2768
    3.4325    -0.6453
    1.3507     4.6132
    6.1790    -4.9235
    5.9891     4.4680
    2.7037    -1.4556
   12.5667     3.6915
   -1.0444     1.2559
    5.6993     4.5943
    5.8216     6.0129
    5.7205    -3.3463
    5.3733     5.4144
    2.1304     0.4573
   -2.2291    -1.2637
   -0.9547     5.9380
    7.2104     3.4000
   11.9146    -1.4007
    6.8313     5.5581
    4.5454     4.7051
    5.6723    -6.1284
    5.2952     3.4966
    7.9187    -5.7617
    0.6991     2.9152
   13.4050    -1.6138
   10.2696    -0.8723
    3.8969     4.8800
    2.2959     4.5548
   -3.7846     0.5291
   12.7246    -2.3335
   11.8468     1.1220
    5.2187    -4.6371
    3.5160    -5.2462
    6.4195     5.4406
   12.9544    -1.6537
   10.9293    -0.8381
    6.0555     4.6846
    8.0500    -8.8128
   -1.5444    -1.5805
    6.3840     4.3712
   -0.6705     0.2673
   14.9656     0.3775
    4.2408     5.1951
    3.3161     4.5959
    1.3595     0.3655
    5.8722     5.1258
   13.4585     0.1486
   10.3720    -0.2529
    5.4434    -6.4444
    5.9781    -6.9970
   11.1675     0.8194
    6.7338    -9.5398
    0.3390     1.7991
    4.1040    -0.5642
   10.1618     0.7071
    7.1391    -5.4115
    5.3521    -4.5287
   -1.6724     3.3451
   12.0112    -1.4993
    5.5779     3.5129
   10.6857    -1.4926
    0.9654     1.5236
   11.8192    -3.1151
    5.6140     5.0001
    7.5058    -4.4114
    5.3062     2.7903
   14.3600    -1.1932
    7.3790    -8.0626
    5.7264     6.6279
    5.4028     5.3013
    5.8848    -4.6308
    5.7067     4.7335
